block_id,x,y,z,tonnage_kt,ore_grade_pct,waste_ratio,mining_cost_t,processing_cost_t,revenue_per_t,slope_constraint,period_available,ghg_kg_co2_per_t,stripping_ratio,npv_per_t,npv_expected,npv_std,npv_cv
B0363,250,500,-40,468.3,0.764,1.61,4.12,10.41,82.38,3,5,33.73,2.5,67.85,32091821.32679019,6122598.259075442,0.1907837575414988
B0364,600,250,-90,480.3,0.846,2.76,4.3,14.7,91.74,2,2,22.52,2.86,72.74,36063407.4010195,6725606.317381924,0.1864939228452327
B0365,950,200,-70,322.9,0.658,1.63,4.63,11.98,81.16,1,10,29.76,3.31,64.55,20985324.823843803,3804569.171527921,0.1812966538981145
B0366,750,100,-10,464.3,0.553,2.0,2.87,10.14,72.91,1,7,30.01,1.25,59.9,28138471.414484967,5142430.44666956,0.1827544350551454
B0367,600,550,-90,501.3,0.636,0.88,4.06,12.22,96.45,1,8,34.1,2.67,80.17,39689208.96305527,7137846.059147419,0.179843495137222
B0368,500,550,-80,633.2,1.079,2.42,4.39,15.41,100.63,2,5,22.32,2.67,80.83,50200778.8202768,8588708.71241239,0.1710871606825209
B0369,350,50,-50,603.4,0.784,1.5,5.4,11.37,89.7,1,5,28.49,2.24,72.93,44258709.1154897,8168574.207678708,0.1845642218430601
B0370,150,450,-40,604.0,0.861,2.65,4.31,11.95,79.78,2,4,32.23,1.82,63.52,38710132.31833087,7554642.730553737,0.1951593104469006
B0371,950,400,-90,617.7,0.869,2.58,4.9,10.07,95.0,3,7,22.55,2.69,80.03,49249988.19356766,8986312.195124555,0.1824632355200893
B0372,500,350,-20,578.5,0.858,2.08,3.35,13.54,92.96,3,8,21.42,3.22,76.07,44283390.46637294,7848451.991597386,0.1772324094641577
B0373,600,700,-90,454.0,0.601,1.14,4.26,12.02,77.37,2,9,21.57,3.79,61.09,27100753.00801083,5446803.200981792,0.200983463425232
B0374,650,400,-70,446.0,1.093,2.74,4.5,10.56,88.82,2,6,25.46,3.35,73.76,32958857.976699363,5935560.398381985,0.1800899898466808
B0375,900,250,-60,491.6,0.863,3.66,3.74,13.56,72.41,2,2,25.24,2.3,55.11,26703768.360274795,4794061.431001898,0.1795275245921345
B0376,50,550,-30,402.3,0.734,3.16,4.7,11.39,90.02,2,2,30.79,3.34,73.93,29359579.98316072,5285345.258941808,0.180021146827483
B0377,900,550,-70,623.5,0.786,3.06,3.51,14.64,71.86,1,3,29.15,2.11,53.71,32792914.642924383,7149698.794675141,0.218025719047142
B0378,750,650,-100,483.7,0.722,2.04,3.28,8.0,75.34,1,5,27.94,1.15,64.06,31529761.720077943,5373014.535068581,0.1704108829863779
B0379,450,850,-40,544.2,0.714,2.78,4.5,11.95,87.55,3,8,24.61,3.68,71.1,39221539.86934619,7165207.025364764,0.1826855102893288
B0380,500,800,-20,602.8,0.879,1.17,5.13,11.28,94.37,3,8,28.23,1.5,77.96,47715877.15343611,8605296.4275618,0.1803445088076331
B0381,800,350,-60,576.4,0.236,1.58,4.73,10.78,81.95,2,9,30.97,1.84,66.44,38985522.23276317,7486320.806142577,0.192028229388476
B0382,900,200,-90,471.3,0.706,3.3,4.23,15.02,87.48,1,1,19.57,2.53,68.23,32233809.56853345,6207499.247969488,0.1925772761910596
B0383,800,400,-20,331.1,0.634,1.59,3.99,12.5,61.7,2,5,24.92,2.39,45.21,14855167.230945537,3104002.7556613497,0.2089510476324526
B0384,650,300,-80,538.4,0.843,2.51,3.97,12.02,95.9,2,8,30.09,0.9,79.91,42397231.793622606,8459913.337626832,0.1995392854610704
B0385,700,950,-90,537.0,0.51,2.46,4.36,15.2,81.03,3,10,29.34,2.05,61.47,32828124.22378973,6577248.067934346,0.2003540629704324
B0386,250,200,-70,552.2,0.533,1.15,3.27,12.23,43.64,1,3,29.92,3.18,28.14,15127037.5003119,3739678.094325248,0.247218141308114
B0387,450,900,-70,455.6,0.712,2.85,3.71,11.28,102.24,3,3,24.79,2.83,87.25,40098893.48012197,7122508.696611361,0.1776235720854035
B0388,300,450,-10,388.3,0.908,3.55,4.97,12.86,89.41,2,6,28.41,2.96,71.58,27601449.25212865,5314689.362992267,0.1925510981124439
B0389,850,150,-60,428.1,1.121,4.14,4.61,8.0,96.97,3,4,28.36,0.83,84.36,36404422.02036449,6169426.262620068,0.1694691446871183
B0390,150,100,-100,553.4,0.963,3.11,4.2,13.1,81.85,3,8,30.34,1.33,64.55,35379333.01630626,7052875.2976359,0.199350148697977
B0391,750,150,-10,575.5,0.841,2.8,4.53,11.08,90.56,3,7,28.53,2.95,74.95,43599342.51761257,7256079.30350417,0.1664263469242219
B0392,500,950,-100,595.5,1.038,2.72,4.32,9.04,92.16,1,1,26.32,4.17,78.8,45786331.55757722,8563597.556403955,0.1870339305439891
B0393,500,650,-10,543.7,0.858,2.93,5.28,12.03,74.48,3,8,24.6,2.38,57.17,31323486.25437324,6100917.693383129,0.1947713496460295
B0394,350,350,-40,439.3,1.072,2.72,3.5,12.5,62.44,2,5,23.96,2.67,46.44,20641831.07157233,4327390.396271587,0.209641789106162
B0395,350,200,-60,518.3,0.821,4.27,3.86,15.49,67.61,1,6,20.01,2.71,48.26,24828914.3950612,5625290.864381827,0.2265620950991225
B0396,600,200,-10,428.3,1.2,3.08,4.32,10.09,68.69,2,7,26.54,3.22,54.28,23369920.072405595,4301139.926272159,0.1840459835954166
B0397,300,500,-50,471.5,0.538,3.2,4.76,12.33,87.63,1,5,19.7,1.75,70.54,33695798.32768771,6222708.348090277,0.1846731241555746
B0398,500,250,-40,546.8,0.905,2.45,4.97,12.81,83.2,1,9,26.59,4.12,65.42,35597883.99951946,6721378.016391437,0.1888139760352657
B0399,250,200,-100,438.0,0.601,0.77,5.13,12.43,58.23,1,8,17.74,3.66,40.67,18272158.055225786,3796501.2407740415,0.2077751970675545
B0400,400,0,-60,496.3,0.907,0.5,3.75,12.32,119.9,3,7,33.01,3.12,103.83,51660689.00849992,8903866.303977797,0.1723528368449133
B0401,200,650,-30,621.0,0.897,1.92,3.53,12.45,75.16,1,8,32.35,2.13,59.18,35867858.862077944,6847607.966491085,0.1909120918765202
B0402,900,800,-80,697.8,0.975,3.29,4.09,9.44,70.83,3,3,28.66,2.95,57.3,38883584.43661489,7144201.775304354,0.1837331068834535
B0403,850,50,-90,564.6,0.921,2.96,4.91,13.68,62.12,2,4,17.88,2.91,43.53,24559649.694364566,5200669.31501299,0.211756656944758
B0404,450,100,-90,382.8,0.954,2.42,4.18,14.02,87.75,1,2,27.13,1.9,69.55,26680471.584219027,5204086.871192632,0.195052282144471
B0405,900,250,-70,545.2,0.951,2.93,4.03,11.05,76.95,1,1,29.02,1.64,61.87,34472744.51069729,6314207.306395793,0.1831652047441833
B0406,150,850,-40,477.5,0.797,2.95,4.51,11.52,76.14,1,3,22.93,2.86,60.11,29216484.7886447,5429605.349098882,0.1858404728829375
B0407,800,550,-90,461.2,0.805,3.93,3.97,10.68,84.99,1,8,18.02,2.34,70.34,32741455.76112649,6139222.093710168,0.187506082151643
B0408,50,250,-50,439.5,1.225,2.05,4.33,8.25,59.22,2,8,37.42,3.37,46.64,20513267.368323985,4175540.7931057,0.2035531794195523
B0409,200,50,-40,415.3,0.738,1.76,4.2,12.91,85.51,3,1,27.43,1.47,68.4,28623458.69165807,5230679.939491248,0.1827410165849615
B0410,250,850,-20,549.8,0.733,2.78,4.23,11.6,77.42,2,8,29.7,2.73,61.59,34322511.4048487,6356876.943123268,0.1852101341927222
B0411,250,600,-40,566.6,1.011,2.82,3.91,13.14,93.68,3,3,27.9,3.54,76.63,43411942.47358751,7897397.52123949,0.18191762614733
B0412,100,750,-100,560.2,0.821,2.52,4.16,12.45,85.65,3,7,33.46,2.92,69.04,38009569.34644788,7138494.516689974,0.1878078241724959
B0413,150,600,-30,440.3,1.057,2.68,4.11,9.9,72.4,1,1,29.55,3.57,58.39,25738026.808326267,4366802.55885301,0.169663455220287
B0414,700,800,-80,464.3,0.7,3.89,3.74,11.15,86.23,2,4,30.8,3.44,71.34,33102844.06638055,6151754.215516138,0.1858376338655414
B0415,400,150,-40,669.7,0.946,2.54,3.64,12.43,70.45,3,3,27.88,2.46,54.38,36218855.21416149,6650637.853967898,0.1836236351105739
B0416,0,250,-50,419.7,0.689,2.22,3.33,9.05,90.76,3,2,26.32,2.19,78.38,33394865.34658459,5999642.657126457,0.1796576388274032
B0417,750,650,-80,506.3,0.941,2.12,4.71,14.81,100.67,1,10,26.11,3.46,81.15,41916254.144096,8432922.680907417,0.2011850260263586
B0418,350,900,-90,423.2,0.762,1.54,4.88,12.65,84.82,2,10,22.44,2.88,67.29,28004045.86501898,4861525.051858415,0.1736008102290372
B0419,150,600,-70,495.5,0.862,1.88,4.57,10.22,90.14,1,5,28.09,2.8,75.35,37114666.55014736,7358340.886259817,0.1982596523214783
B0420,150,500,-100,429.1,0.739,3.63,4.45,10.48,64.49,3,4,30.0,3.2,49.56,21469648.79678431,4371598.3603693405,0.2036175999778865
B0421,500,700,-10,476.5,0.807,2.44,5.85,10.94,66.17,1,1,30.74,2.45,49.38,23315593.22850234,4654493.178828964,0.1996300558691786
B0422,850,750,-10,562.8,0.984,2.11,3.94,11.6,56.6,2,9,26.51,1.96,41.06,24080147.155031413,5009520.392064176,0.2080352898099904
B0423,850,0,-40,452.0,0.95,3.24,4.16,10.36,64.65,1,7,33.48,3.91,50.13,22603404.509258904,4485596.2012448,0.1984478134436514
B0424,550,800,-80,552.3,0.877,2.27,4.21,12.54,87.48,2,6,21.23,2.63,70.73,38514375.337754376,7462409.506820194,0.1937564725217038
B0425,200,750,-90,398.7,1.186,3.53,4.23,12.14,108.51,3,7,33.75,1.67,92.14,37162921.899685554,6384345.337476999,0.1717934169630246
B0426,300,200,-60,546.2,0.944,2.96,3.07,14.2,81.21,3,10,23.4,2.94,63.94,34932692.09072018,6565232.080952584,0.1879394827029843
B0427,700,750,-40,392.8,0.731,1.57,4.76,8.83,71.71,2,1,24.67,2.73,58.12,23036888.53364165,3898492.103556162,0.169228240083857
B0428,800,650,-100,463.8,0.786,3.22,3.93,13.76,73.28,1,6,18.4,2.24,55.59,25752632.37780292,5103158.879965569,0.1981606697560035
B0429,750,150,-100,522.3,0.834,2.66,3.88,14.0,64.15,2,1,22.33,2.92,46.27,24441710.69257106,4597046.870476254,0.1880820425500537
B0430,400,500,-10,572.2,1.036,2.34,4.41,16.34,88.4,2,8,29.15,2.45,67.65,37658262.71117824,7716774.652685211,0.20491584308786
B0431,600,100,-30,475.6,1.0,2.62,4.01,15.26,103.78,3,4,29.53,1.86,84.51,40153843.96974176,7038868.58075693,0.1752975029255262
B0432,150,900,-60,484.9,0.747,2.52,4.06,10.82,87.43,1,6,33.51,1.75,72.55,35164196.01334728,6318659.85056857,0.1796901555255292
B0433,500,50,-30,422.1,0.966,1.37,3.6,11.86,126.8,2,2,34.89,1.58,111.34,48016903.899828166,8491264.954422986,0.176839076757995
B0434,650,600,-80,545.9,0.785,2.29,3.47,18.0,95.16,2,10,23.79,3.45,73.69,40879460.832458265,7383879.089066506,0.1806256476651891
B0435,700,600,-90,605.0,0.68,2.2,4.59,9.21,67.12,1,2,27.66,3.15,53.32,32298174.78617706,6274037.257108336,0.1942536164549302
B0436,350,400,-40,403.2,0.935,1.22,4.4,14.67,87.59,3,2,17.71,3.13,68.52,27565061.920859307,5202451.250241042,0.1887335230799605
B0437,250,300,-50,446.9,0.648,2.23,5.2,12.92,72.48,3,6,23.98,2.96,54.36,24322380.334235687,4938463.405285623,0.203041944802349
B0438,150,550,-70,509.0,0.861,2.43,3.25,12.54,74.97,1,3,28.14,1.55,59.18,30602541.46154049,5271884.410609113,0.1722694965460471
B0439,450,750,-40,644.7,0.923,4.72,4.13,12.89,83.64,3,9,16.11,1.35,66.62,42032864.42378789,8011092.897526054,0.1905911721065646
B0440,950,850,-20,551.7,0.755,1.27,4.01,10.46,114.37,3,3,20.54,1.49,99.9,54978808.83595768,9548201.480940403,0.1736705775025015
B0441,450,750,-20,430.3,0.744,2.28,3.93,12.69,63.29,1,3,28.72,2.99,46.67,19851246.754275966,4012030.916294669,0.2021047325619725
B0442,950,200,-80,415.8,0.81,2.02,4.53,10.07,81.57,1,3,23.68,1.57,66.97,27661680.51412998,4795540.426143918,0.1733640305654708
B0443,300,550,-100,529.0,1.138,1.75,4.2,12.88,77.85,3,7,24.72,3.19,60.77,31537292.562661573,6471978.8037371645,0.2052166903952824
B0444,200,0,-70,450.1,0.717,3.75,4.69,10.63,94.06,3,1,30.81,3.22,78.74,35142570.940641634,6349645.495329122,0.1806824408508454
B0445,300,450,-10,416.7,0.905,3.93,3.51,13.0,87.04,2,3,26.03,2.96,70.53,29240491.9710479,5106262.947930922,0.1746298575614535
B0446,700,400,-100,395.1,0.741,1.91,3.99,11.0,85.34,3,8,23.41,2.34,70.35,28222874.279394463,4993467.490216523,0.1769297995938796
B0447,800,850,-40,585.5,0.963,3.32,3.48,12.42,92.68,2,3,33.45,3.19,76.78,45181579.40078959,7558566.146495799,0.1672930925996736
B0448,850,150,-90,439.3,0.638,3.02,3.67,10.0,86.59,1,8,39.9,2.37,72.92,32192935.45763588,5786060.728818754,0.1797307591422624
B0449,950,0,-30,328.7,0.83,2.79,3.43,9.04,83.93,2,1,30.7,3.6,71.46,23466829.28244822,4606242.991983961,0.1962874036599889
B0450,50,950,-60,399.4,0.587,2.41,4.69,9.73,67.17,3,4,29.25,3.16,52.75,21361513.432947263,4092539.755394117,0.1915847286869629
B0451,600,600,-10,481.1,0.571,3.41,3.98,9.77,86.81,2,2,35.63,1.78,73.06,35652436.16704834,6491195.543913684,0.182068779634003
B0452,850,200,-100,532.0,0.799,3.29,4.3,14.61,62.18,3,8,21.49,1.82,43.27,22838265.96774326,4581794.746640762,0.2006192043262866
B0453,350,850,-90,541.9,0.777,2.89,2.93,12.26,68.32,3,8,33.65,2.07,53.13,28796171.07907856,5304718.345946047,0.1842161005148394
B0454,500,250,-70,504.3,0.705,1.26,4.59,10.8,73.53,3,5,32.96,2.29,58.14,29797535.901789118,5219698.200503193,0.1751721423444879
B0455,550,950,-80,569.2,0.633,3.08,4.17,10.07,81.0,1,3,21.84,1.74,66.76,37929462.79233622,7212297.937774476,0.1901502791447852
B0456,800,200,-60,592.6,0.761,3.87,4.28,10.24,110.91,2,10,29.13,3.1,96.39,56577103.19835085,9822410.990080908,0.1736110623346163
B0457,150,550,-70,562.7,0.749,2.64,4.9,15.31,46.7,2,2,26.05,2.97,26.49,14760148.417604582,3827373.00855741,0.2593045069921155
B0458,950,550,-90,629.8,1.039,2.06,4.37,14.99,92.21,2,7,23.85,2.29,72.85,45437679.75760009,8581958.64638964,0.1888731707290618
B0459,150,600,-20,560.0,1.082,3.24,3.25,11.76,102.47,2,7,15.93,3.46,87.46,49714222.98076622,8263051.30708045,0.1662110118924581
B0460,800,200,-40,311.3,0.778,3.34,4.5,14.2,107.25,3,5,31.41,2.51,88.55,27883770.868850395,5155944.725552221,0.1849084454826031
B0461,450,950,-60,563.9,0.858,2.08,4.75,15.57,81.09,2,5,23.04,1.37,60.77,34263477.04008956,6796133.822327278,0.1983492164083506
B0462,750,800,-70,498.6,0.893,2.89,3.22,9.34,84.88,2,6,27.59,1.75,72.32,35675633.23277626,6447450.321484806,0.1807242012893366
B0463,700,150,-10,529.4,0.766,3.21,4.23,12.71,97.29,1,6,29.94,2.72,80.35,43390375.53007709,7780049.954971096,0.1793035865656006
B0464,50,300,-60,526.4,0.714,1.61,3.36,11.35,75.63,1,7,30.04,3.6,60.92,32264928.693455797,5778758.904674817,0.179103414719367
B0465,650,150,-90,591.1,0.862,3.16,4.77,10.54,62.04,2,10,31.65,2.79,46.73,27256803.98010393,5766959.049044144,0.2115786962130163
B0466,800,650,-30,454.8,0.833,2.3,4.31,13.1,112.92,1,10,26.32,1.75,95.51,43912364.389244005,7552190.91562531,0.1719832448255772
B0467,350,700,-90,473.4,0.658,2.75,4.12,12.84,63.79,1,5,33.41,2.02,46.83,21659053.93064153,4313498.255154918,0.1991545091936134
B0468,350,900,-30,480.2,0.952,2.47,3.99,11.06,113.49,1,5,21.39,2.82,98.44,46666898.13631994,8162632.309165919,0.1749126819040304
B0469,650,800,-60,550.5,1.052,2.76,3.71,12.82,64.02,3,3,35.86,1.72,47.49,26771627.92324514,5356584.578850724,0.2000843801582844
B0470,200,850,-70,582.1,0.952,3.03,3.87,11.61,83.57,1,4,32.54,3.93,68.09,39799971.28354457,7325839.736058887,0.1840664578340482
B0471,950,0,-40,432.1,1.147,2.74,3.91,13.46,79.58,1,2,19.39,3.44,62.21,27109593.770825244,5177233.594132393,0.190974222553789
B0472,450,400,-100,608.2,1.089,2.26,4.44,12.8,73.78,2,2,31.57,2.56,56.54,33713076.89406516,6540247.196822593,0.1939973386995696
B0473,850,750,-40,598.3,0.943,1.97,4.2,14.14,89.86,2,10,23.61,3.22,71.52,42954849.867715664,7323631.452925703,0.1704960318911521
B0474,0,950,-10,469.5,0.51,3.52,4.06,16.02,95.51,3,1,21.93,2.61,75.43,35170684.51340561,6748839.583156832,0.1918882067986038
B0475,50,250,-60,455.4,0.77,2.01,2.77,9.53,72.03,1,1,36.67,2.24,59.73,27191569.00343938,4909087.55589161,0.1805371199900481
B0476,300,800,-50,588.3,1.023,1.84,5.05,14.46,66.36,2,7,23.53,2.61,46.85,27181432.1369764,6343097.2237384,0.2333614061162559
B0477,250,650,-60,499.0,0.908,1.26,4.8,10.89,104.47,3,9,21.16,0.75,88.78,44830870.61363751,7768118.770392274,0.1732761078262268
B0478,300,850,-40,412.5,0.953,3.1,3.71,10.53,73.54,2,10,22.84,2.94,59.3,23901646.254708186,4330324.242567402,0.181172635408509
B0479,700,150,-100,481.8,0.569,2.32,4.14,14.99,66.76,2,4,20.98,2.18,47.63,23829572.67117052,5066818.307377136,0.2126273256048385
B0480,450,250,-90,373.2,0.947,2.64,4.31,11.19,79.67,1,9,21.84,3.72,64.17,24067348.42271922,4431846.461170266,0.18414352854038
B0481,650,900,-50,439.3,0.857,3.04,4.93,8.0,88.28,2,4,42.29,2.94,75.35,32519834.625514496,5789640.752243768,0.1780341388237355
B0482,100,550,-40,598.7,0.947,2.46,4.93,8.33,96.7,1,9,29.57,2.67,83.44,49470150.00109011,8782026.653834967,0.1775217308546962
B0483,100,700,-30,652.6,0.926,1.79,4.13,12.82,61.97,1,9,21.63,1.58,45.02,29313816.544263367,6314090.931969909,0.2153964128975065
B0484,400,200,-70,488.8,1.116,2.16,3.4,11.22,82.17,2,7,35.36,2.18,67.55,32917243.56893999,6242072.274968645,0.1896292519723167
B0485,350,750,-80,490.0,0.912,1.22,4.47,11.46,101.19,3,7,22.54,2.68,85.26,41137633.09714419,7952666.600464759,0.193318526170064
B0486,300,450,-20,564.8,0.905,3.77,5.25,11.8,62.04,2,9,25.27,3.38,44.99,25677367.11403559,4833046.182502853,0.1882220307494472
B0487,650,600,-90,610.8,0.548,2.46,3.77,9.73,66.61,3,7,27.62,2.85,53.11,32700079.860746782,6062208.037513245,0.1853881722408368
B0488,150,450,-10,426.1,0.997,1.92,4.22,14.48,86.17,2,7,31.22,2.61,67.47,28490859.98165169,5716508.7591362605,0.2006436015907463
B0489,950,200,-100,444.0,0.906,3.28,4.26,14.46,76.41,1,3,29.01,2.53,57.69,25068664.830884557,4854360.087389364,0.193642546188132
B0490,850,800,-50,568.9,0.732,1.12,3.81,16.4,91.52,3,7,26.09,3.67,71.31,40006139.83923879,7264110.351604851,0.1815748877746028
B0491,700,900,-80,469.1,0.65,3.58,3.15,10.39,90.36,2,5,32.1,3.4,76.82,36052336.1093412,6297993.996419854,0.1746903162479958
B0492,250,950,-40,475.2,0.763,1.98,3.48,11.17,55.47,2,2,32.34,3.08,40.82,19193690.0624028,3970204.186097656,0.2068494475626975
B0493,250,800,-30,320.7,1.072,3.36,4.49,10.63,72.19,1,7,19.34,2.99,57.07,18832213.146630745,3138991.0120407245,0.1666820032037667
B0494,50,0,-90,552.1,1.246,2.5,4.18,11.66,86.42,2,1,30.51,2.77,70.58,38307771.90737706,7423883.5030758735,0.1937957530139264
B0495,700,950,-40,482.3,0.764,0.81,4.17,14.07,68.38,1,5,22.04,2.91,50.14,24087381.75763033,5243837.063459272,0.217700583493187
B0496,950,950,-10,615.2,0.651,1.63,3.55,10.41,91.52,3,7,25.12,1.18,77.56,47790599.37758585,7775338.583374203,0.1626959838260763
B0497,250,300,-60,455.3,1.002,2.4,4.26,11.32,71.17,2,7,30.92,2.28,55.59,25110886.236015808,5032123.40526088,0.2003960894874133
B0498,500,250,-60,573.4,0.757,2.55,4.36,13.58,75.51,2,5,28.02,3.09,57.57,33008920.201452505,6378155.316092101,0.1932252032834276
B0499,750,0,-60,518.6,0.989,2.32,3.87,9.98,95.48,1,7,30.96,2.35,81.63,41868594.49582874,7373255.548539553,0.1761046826941881
